3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,TotalLivingArea,NonKitchenBedroomAbvGr,BathRooms
0,2,1Fam,7.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,1,PConc,850.0,3.0,5.0,3,5.0,Attchd,2076,GasA,9,1Story,1,9.0,Lvl,Gtl,13891,Inside,Reg,0,20,RL,102.20131215469613,None,9,NridgHt,229,5,10,Y,0,CompShg,Gable,Partial,465000.0,New,0,2076.0,216,12,5447.0,4,4
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,BrkFace,7.0,2,PConc,400.0,2.0,5.0,1,5.0,Detchd,1517,GasA,3,2Story,1,7.0,HLS,Mod,11435,Corner,IR1,0,70,RL,0.0,None,6,Crawfor,0,7,8,Y,0,CompShg,Gable,Normal,230000.0,WD,0,792.0,0,89,2709.0,3,1
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,5.0,1,CBlock,477.0,2.0,5.0,3,5.0,BuiltIn,1868,GasA,9,SLvl,1,5.0,Lvl,Gtl,12090,Inside,Reg,0,80,RL,74.0,BrkFace,1,NWAmes,112,7,6,Y,0,CompShg,Hip,Abnorml,178000.0,WD,147,585.0,268,34,3531.0,3,4
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,615.0,2.0,5.0,2,5.0,Attchd,1553,GasA,9,2Story,1,7.0,Lvl,Gtl,8125,Inside,Reg,0,60,FV,0.0,None,3,Somerst,45,5,7,Y,0,CompShg,Gable,Partial,186500.0,New,0,756.0,0,13,2969.0,2,3
0,3,1Fam,5.0,3.0,6,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,888.0,3.0,5.0,1,5.0,Attchd,1034,GasA,5,SLvl,1,5.0,Lvl,Gtl,12328,Inside,IR1,0,80,RL,335.0,BrkFace,5,Mitchel,0,5,6,Y,0,CompShg,Gable,Normal,169900.0,WD,0,1012.0,0,42,3269.0,2,2
0,3,1Fam,5.0,1.0,3,1,7.0,N,Norm,SBrkr,259,5,5,AsbShng,7.0,1,BrkTil,396.0,2.0,3.0,1,3.0,Detchd,2058,OthW,3,2.5Unf,1,5.0,Lvl,Gtl,9600,Inside,Reg,0,75,RM,0.0,None,4,OldTown,0,5,6,P,0,CompShg,Gable,Normal,129500.0,WD,0,735.0,0,101,3448.0,4,2
0,3,1Fam,5.0,1.0,4,3,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,276.0,1.0,5.0,1,5.0,Attchd,988,GasA,5,1Story,1,5.0,Lvl,Gtl,7200,Inside,Reg,0,20,RL,0.0,None,5,NAmes,80,7,5,Y,0,CompShg,Gable,Normal,119000.0,WD,0,876.0,0,68,2220.0,2,1
0,3,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,7,BrkFace,5.0,2,CBlock,522.0,2.0,5.0,3,5.0,Attchd,2110,GasA,9,1Story,1,9.0,Lvl,Gtl,11160,Corner,Reg,0,20,RL,0.0,None,4,NAmes,0,5,7,Y,0,CompShg,Hip,Normal,244000.0,WD,0,2110.0,0,50,4742.0,4,4
0,2,TwnhsE,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,478.0,2.0,5.0,2,5.0,Attchd,1405,GasA,9,1Story,1,7.0,Lvl,Gtl,3136,Corner,IR1,0,120,RL,163.0,Stone,3,NridgHt,36,5,7,Y,0,CompShg,Gable,Normal,171750.0,WD,0,1405.0,148,15,3635.0,3,2
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,288.0,1.0,5.0,2,5.0,Attchd,874,GasA,5,1Story,1,5.0,Lvl,Gtl,9858,Inside,Reg,0,20,RL,0.0,None,11,Mitchel,0,6,5,Y,0,CompShg,Gable,Normal,130000.0,WD,0,864.0,33,50,2059.0,1,2
0,3,1Fam,5.0,4.0,2,5,5.0,Y,Norm,SBrkr,0,5,7,Wd Sdng,7.0,2,CBlock,518.0,2.0,5.0,2,5.0,Attchd,2167,GasA,5,2Story,1,7.0,Lvl,Gtl,17542,Inside,IR1,0,60,RL,0.0,None,7,Veenker,47,7,7,Y,0,CompShg,Gable,Normal,294000.0,WD,0,1192.0,220,44,4144.0,5,4
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,397.0,2.0,5.0,3,5.0,BuiltIn,1656,GasA,9,2Story,1,7.0,Lvl,Gtl,6931,Inside,Reg,0,60,RL,92.0,Stone,7,Edwards,128,5,7,Y,0,CompShg,Gable,Normal,165400.0,WD,0,746.0,178,15,3197.0,3,3
0,3,1Fam,3.0,1.0,2,1,5.0,Y,Norm,FuseA,0,5,5,Wd Sdng,7.0,1,BrkTil,560.0,1.0,5.0,1,5.0,Detchd,1367,GasA,5,1.5Fin,1,5.0,Lvl,Gtl,6240,Inside,Reg,0,50,RM,0.0,None,11,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,127500.0,WD,120,884.0,0,87,2931.0,2,1
0,2,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,HdBoard,5.0,1,PConc,691.0,2.0,5.0,3,5.0,Attchd,1987,GasA,9,1Story,1,7.0,Lvl,Gtl,14303,Corner,IR1,0,20,RL,554.0,BrkFace,8,NoRidge,36,5,8,Y,0,CompShg,Hip,Normal,301500.0,WD,0,1986.0,262,24,5516.0,4,3
0,2,1Fam,5.0,1.0,1,1,3.0,Y,Feedr,SBrkr,0,5,5,Wd Sdng,0.0,0,PConc,0.0,0.0,0.0,0,0.0,No,864,GasA,9,1Story,1,5.0,Lvl,Gtl,4060,Corner,Reg,0,30,RL,0.0,None,7,Edwards,96,8,5,Y,0,CompShg,Gable,Normal,99900.0,WD,0,864.0,0,96,1824.0,1,1
0,2,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,400.0,2.0,5.0,3,5.0,Attchd,1166,GasA,9,SLvl,1,7.0,Lvl,Gtl,9587,Inside,IR1,0,80,RL,182.0,Stone,7,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,190000.0,WD,0,856.0,212,13,2816.0,2,3
0,3,1Fam,5.0,1.0,5,2,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,460.0,2.0,5.0,1,5.0,Attchd,1054,GasA,7,1Story,1,5.0,Lvl,Gtl,9750,FR2,Reg,0,20,RL,0.0,None,7,NAmes,0,8,6,Y,0,CompShg,Gable,Normal,151000.0,WD,80,1054.0,180,49,2828.0,2,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,RRAn,SBrkr,0,5,5,VinylSd,5.0,1,PConc,502.0,2.0,5.0,3,5.0,BuiltIn,1675,GasA,9,2Story,1,5.0,Lvl,Gtl,24682,CulDSac,IR3,0,60,RL,0.0,None,6,Gilbert,103,5,6,Y,0,CompShg,Gable,Normal,181000.0,WD,0,841.0,0,19,3121.0,3,3
0,2,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,338.0,1.0,5.0,1,5.0,Attchd,1050,GasA,7,1Story,1,5.0,Lvl,Gtl,9600,Inside,Reg,0,20,RL,0.0,None,6,NAmes,0,6,5,Y,0,CompShg,Hip,Normal,128900.0,WD,0,1050.0,0,62,2438.0,2,1
0,5,1Fam,5.0,3.0,1,1,5.0,Y,Norm,FuseA,0,5,5,Wd Sdng,5.0,2,CBlock,304.0,1.0,5.0,1,5.0,Attchd,1788,GasA,9,1.5Fin,1,5.0,Lvl,Gtl,11250,Inside,Reg,0,50,RL,0.0,None,11,ClearCr,0,5,4,Y,0,CompShg,Gable,Normal,161500.0,WD,0,1104.0,120,61,3316.0,2,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,FuseA,126,5,5,Wd Sdng,7.0,1,PConc,520.0,2.0,5.0,1,5.0,Detchd,1824,GasA,9,2Story,1,5.0,Lvl,Gtl,13515,Inside,Reg,0,70,RL,0.0,None,7,BrkSide,0,6,6,N,0,CompShg,Gambrel,Normal,180500.0,WD,0,764.0,0,99,3234.0,4,1
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,0.0,0,PConc,511.0,2.0,5.0,3,5.0,Attchd,1337,GasA,9,1Story,1,7.0,Lvl,Gtl,4060,Inside,Reg,0,120,RH,0.0,None,8,NAmes,68,5,6,Y,0,CompShg,Gable,Abnorml,181000.0,COD,0,1405.0,144,20,3465.0,2,3
0,3,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,0.0,0,PConc,506.0,2.0,5.0,1,5.0,Detchd,1452,GasA,9,2Story,1,7.0,Lvl,Gtl,3735,FR3,Reg,0,160,FV,218.0,BrkFace,3,Somerst,34,5,7,Y,0,CompShg,Hip,Normal,183900.0,WD,0,691.0,0,19,2901.0,2,4
0,4,2fmCon,5.0,1.0,1,1,5.0,N,Feedr,FuseF,264,5,3,Wd Sdng,7.0,1,CBlock,308.0,1.0,5.0,1,5.0,Detchd,1889,GasA,5,2.5Unf,2,5.0,Bnk,Gtl,10120,Inside,IR1,0,190,RM,0.0,None,1,OldTown,0,4,7,N,0,CompShg,Hip,Normal,122000.0,WD,0,925.0,0,108,3386.0,3,2
0,3,1Fam,5.0,4.0,1,1,9.0,Y,Norm,SBrkr,0,5,9,Stucco,7.0,1,PConc,746.0,3.0,5.0,3,5.0,Attchd,2018,GasA,9,1Story,1,9.0,HLS,Gtl,13214,Inside,IR1,0,20,RL,0.0,None,5,Timber,76,5,9,Y,0,CompShg,Hip,Normal,378500.0,WD,0,2002.0,144,10,4986.0,6,2
0,4,1Fam,5.0,2.0,3,1,5.0,Y,Norm,SBrkr,0,7,5,Stucco,7.0,2,CBlock,1014.0,3.0,5.0,1,5.0,BuiltIn,3447,GasA,9,1.5Fin,1,7.0,Lvl,Mod,14100,Inside,IR1,0,50,RL,632.0,BrkFace,5,Crawfor,12,9,8,Y,0,CompShg,Gable,Normal,381000.0,WD,0,728.0,314,83,6147.0,6,4
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Feedr,FuseA,0,5,5,MetalSd,0.0,0,CBlock,315.0,1.0,5.0,1,5.0,Attchd,1524,GasW,5,1.5Fin,1,5.0,Lvl,Gtl,11344,Inside,Reg,0,50,RL,180.0,BrkFace,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,144000.0,WD,0,874.0,0,60,2893.0,3,2
0,0,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,Plywood,5.0,1,PConc,586.0,2.0,5.0,3,5.0,Attchd,1524,GasA,5,1Story,1,7.0,Low,Sev,23595,Inside,Reg,0,40,RL,0.0,None,4,ClearCr,0,6,7,Y,0,WdShake,Shed,Normal,260000.0,WD,0,1332.0,268,39,3710.0,3,3
0,3,1Fam,5.0,1.0,1,1,5.0,Y,PosN,SBrkr,0,5,5,BrkFace,7.0,1,CBlock,462.0,2.0,5.0,2,5.0,Attchd,1489,GasA,7,1Story,1,7.0,Lvl,Gtl,9156,Inside,IR1,0,20,RL,0.0,None,8,NWAmes,0,7,6,Y,0,CompShg,Hip,Normal,185750.0,WD,0,1489.0,0,50,3440.0,3,2
0,3,1Fam,5.0,1.0,4,2,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,288.0,1.0,5.0,1,5.0,Attchd,935,GasA,5,1Story,1,5.0,Lvl,Gtl,13526,CulDSac,IR1,0,20,RL,114.0,BrkFace,11,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,137000.0,WD,0,935.0,180,53,2452.0,1,2
0,2,1Fam,5.0,3.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,7.0,1,CBlock,312.0,1.0,5.0,2,5.0,Basment,1357,GasA,7,SLvl,1,9.0,Lvl,Gtl,11512,Corner,IR1,0,80,RL,84.0,BrkFace,5,Edwards,0,7,6,Y,0,CompShg,Gable,Normal,177000.0,WD,163,1019.0,0,59,2935.0,2,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,81,5,5,Wd Sdng,7.0,1,PConc,552.0,2.0,5.0,1,5.0,Detchd,1250,GasA,9,1.5Fin,1,5.0,Lvl,Gtl,5362,Corner,Reg,0,50,RL,0.0,None,11,Crawfor,0,6,5,Y,0,CompShg,Gable,Normal,139000.0,WD,0,661.0,242,108,2786.0,4,2
0,4,Duplex,5.0,1.0,3,1,5.0,Y,Feedr,FuseA,0,5,5,AsbShng,0.0,0,CBlock,400.0,2.0,3.0,1,5.0,Detchd,1920,GasA,7,2Story,2,5.0,Lvl,Gtl,11345,Corner,Reg,0,90,RL,567.0,Stone,7,NAmes,0,5,5,Y,0,Roll,Gable,Normal,137000.0,WD,0,928.0,0,70,3815.0,4,2
0,3,1Fam,7.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,497.0,2.0,5.0,1,5.0,Attchd,1395,GasA,5,2Story,1,5.0,Lvl,Gtl,12936,CulDSac,IR1,0,60,RL,0.0,None,12,NWAmes,116,6,6,Y,0,CompShg,Gable,Normal,162000.0,WD,0,723.0,294,46,3025.0,2,3
0,3,1Fam,5.0,3.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,7.0,1,CBlock,480.0,2.0,5.0,2,5.0,Attchd,1724,GasA,3,SLvl,1,5.0,Lvl,Gtl,17871,CulDSac,IR1,0,80,RL,359.0,BrkFace,6,NWAmes,0,5,6,Y,0,CompShg,Gable,Normal,197900.0,WD,0,1680.0,0,51,4243.0,3,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,577.0,2.0,5.0,2,5.0,Attchd,2031,GasA,9,2Story,1,7.0,Lvl,Gtl,9473,Inside,Reg,0,60,RL,102.20131215469613,None,3,CollgCr,211,5,8,Y,0,CompShg,Gable,Normal,237000.0,WD,0,1128.0,0,16,3947.0,3,4
0,2,1Fam,5.0,1.0,1,1,5.0,Y,Norm,FuseA,164,7,5,MetalSd,0.0,0,CBlock,528.0,2.0,5.0,2,5.0,Detchd,1128,GasA,5,1.5Fin,1,5.0,Lvl,Gtl,7500,Inside,Reg,0,50,C (all),0.0,None,4,IDOTRR,0,4,4,Y,0,CompShg,Gable,Abnorml,68400.0,COD,0,698.0,30,98,2548.0,3,1
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,544.0,2.0,5.0,2,5.0,Attchd,1573,GasA,9,1Story,1,7.0,Lvl,Gtl,9808,Inside,IR1,0,20,RL,110.0,BrkFace,3,CollgCr,72,5,7,Y,0,CompShg,Gable,Normal,227000.0,WD,0,1573.0,0,16,3872.0,2,3
0,2,1Fam,5.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,484.0,2.0,7.0,3,7.0,Attchd,1339,GasA,5,1Story,1,5.0,Lvl,Gtl,8049,CulDSac,IR1,0,20,RL,54.0,BrkFace,7,Timber,58,5,7,Y,0,CompShg,Hip,Normal,180000.0,WD,90,1309.0,0,28,3334.0,3,3
0,3,1Fam,5.0,2.0,2,3,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,484.0,2.0,5.0,1,5.0,Detchd,1040,GasA,5,1Story,1,7.0,Lvl,Gtl,8800,Inside,IR1,0,20,RL,0.0,None,9,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,150500.0,WD,288,1040.0,0,41,2852.0,1,2
0,4,Duplex,5.0,3.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1824,GasA,5,2Story,2,5.0,Low,Gtl,9400,Corner,Reg,0,90,RL,0.0,None,4,Mitchel,0,5,6,Y,0,CompShg,Mansard,Normal,139000.0,WD,0,912.0,128,47,2864.0,2,4
0,4,1Fam,5.0,1.0,1,1,5.0,Y,Feedr,SBrkr,42,5,5,Wd Sdng,7.0,1,PConc,336.0,1.0,5.0,1,5.0,Detchd,2447,GasA,9,1.5Fin,1,7.0,Lvl,Gtl,9638,Inside,Reg,0,50,RL,0.0,None,3,SWISU,0,7,6,Y,0,CompShg,Gable,Normal,169000.0,WD,116,804.0,272,99,4017.0,5,2
0,4,1Fam,5.0,1.0,1,1,5.0,Y,Norm,FuseF,0,3,5,MetalSd,7.0,1,CBlock,280.0,1.0,5.0,1,5.0,Detchd,1412,GasA,9,1.5Fin,1,5.0,Lvl,Gtl,6000,Inside,Reg,0,50,RM,0.0,None,5,BrkSide,0,6,6,Y,0,CompShg,Gable,Normal,132500.0,WD,0,780.0,45,79,2517.0,1,1
0,3,1Fam,5.0,1.0,5,3,5.0,Y,Feedr,SBrkr,0,5,5,HdBoard,7.0,2,CBlock,528.0,2.0,5.0,1,5.0,Attchd,1328,GasA,5,1Story,1,5.0,Lvl,Gtl,9790,Inside,Reg,0,20,RL,451.0,BrkFace,6,NWAmes,26,5,6,Y,0,CompShg,Hip,Normal,143000.0,WD,0,1328.0,0,55,3661.0,2,3
0,4,1Fam,5.0,3.0,3,1,5.0,Y,Norm,SBrkr,0,7,5,Wd Sdng,0.0,0,CBlock,390.0,2.0,5.0,1,5.0,Attchd,1582,GasA,3,1Story,1,5.0,Low,Mod,36500,Inside,IR1,0,20,RL,621.0,BrkCmn,6,ClearCr,198,5,5,N,0,CompShg,Gable,Normal,190000.0,WD,0,1624.0,168,54,4583.0,2,3
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,CemntBd,9.0,1,PConc,499.0,2.0,5.0,3,5.0,Attchd,1659,GasA,9,1Story,1,9.0,Lvl,Gtl,5664,Inside,IR1,0,120,RL,0.0,None,10,StoneBr,59,5,8,Y,0,CompShg,Gable,Normal,278000.0,WD,0,1501.0,212,18,3930.0,2,3
0,3,1Fam,5.0,2.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,753.0,3.0,5.0,3,5.0,BuiltIn,1970,GasA,9,2Story,1,9.0,Lvl,Gtl,11065,Inside,IR1,0,60,RL,788.0,Stone,10,NridgHt,74,5,8,Y,0,CompShg,Gable,Partial,281000.0,New,0,1085.0,177,12,4847.0,4,3
0,3,1Fam,5.0,3.0,6,1,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,7.0,1,PConc,484.0,2.0,5.0,2,5.0,Attchd,1152,GasA,5,SLvl,1,5.0,Lvl,Gtl,14112,Corner,IR1,0,80,RL,86.0,BrkFace,4,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,180500.0,WD,0,1152.0,227,54,3101.0,2,2
0,3,Twnhs,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,264.0,1.0,5.0,1,5.0,Detchd,1302,GasA,5,2Story,1,5.0,Lvl,Gtl,1680,Inside,Reg,0,160,RM,268.0,BrkFace,2,BrDale,0,7,5,Y,0,CompShg,Gable,Normal,119500.0,WD,0,630.0,185,46,2649.0,2,3
0,4,1Fam,5.0,1.0,1,1,5.0,N,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,Stone,432.0,1.0,5.0,2,5.0,Attchd,2372,GasA,5,2Story,2,5.0,Lvl,Gtl,6600,Corner,Reg,0,70,RM,0.0,None,12,OldTown,287,4,5,Y,0,CompShg,Gable,Normal,107500.0,WD,0,994.0,0,126,4085.0,5,2
0,4,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,528.0,2.0,5.0,2,5.0,Attchd,1664,GasA,5,2Story,1,5.0,Lvl,Gtl,10140,Inside,Reg,0,60,RL,0.0,None,3,NWAmes,28,5,7,Y,0,CompShg,Gable,Normal,162900.0,WD,259,832.0,0,42,3311.0,3,3
0,2,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,WdShing,0.0,0,CBlock,572.0,2.0,5.0,1,5.0,Detchd,864,GasA,5,1Story,1,5.0,Lvl,Gtl,8172,Inside,Reg,0,20,RL,0.0,None,4,Edwards,0,7,5,N,0,CompShg,Hip,Normal,115000.0,WD,0,864.0,0,63,2300.0,2,2
0,3,1Fam,5.0,3.0,4,1,5.0,Y,Feedr,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,288.0,1.0,5.0,2,5.0,Attchd,1052,GasA,7,1Story,1,5.0,Lvl,Gtl,8400,Inside,Reg,0,20,RL,168.0,BrkFace,11,NAmes,0,5,5,Y,0,CompShg,Hip,Normal,138500.0,WD,0,1052.0,356,50,2916.0,1,3
0,3,1Fam,5.0,2.0,5,1,5.0,Y,Norm,SBrkr,123,7,5,MetalSd,0.0,0,CBlock,525.0,2.0,5.0,2,5.0,Attchd,1128,GasA,7,1Story,1,5.0,Lvl,Gtl,8700,Inside,Reg,0,20,RL,148.0,BrkFace,12,NAmes,20,6,5,Y,0,CompShg,Hip,Normal,155000.0,WD,0,1120.0,192,55,3256.0,2,3
0,2,TwnhsE,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,525.0,2.0,5.0,3,5.0,Basment,1072,GasA,7,SFoyer,1,5.0,Lvl,Gtl,3675,Inside,Reg,0,180,RM,82.0,BrkFace,6,Edwards,44,5,6,Y,0,CompShg,Gable,Partial,140000.0,New,0,547.0,0,13,2270.0,2,3
0,3,1Fam,5.0,4.0,6,1,9.0,Y,Feedr,SBrkr,0,5,9,Stucco,7.0,3,PConc,1418.0,2.0,5.0,3,5.0,Attchd,5642,GasA,9,2Story,1,9.0,Bnk,Gtl,63887,Corner,IR3,0,60,RL,796.0,Stone,1,Edwards,292,5,10,Y,480,ClyTile,Hip,Partial,160000.0,New,0,6110.0,214,10,14952.0,8,5
0,3,1Fam,5.0,1.0,2,3,5.0,Y,Norm,SBrkr,0,5,5,BrkFace,0.0,0,CBlock,305.0,1.0,5.0,2,5.0,Attchd,1246,GasA,9,1Story,1,7.0,Lvl,Gtl,7500,Inside,Reg,0,20,RL,0.0,None,5,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,154000.0,WD,0,1246.0,218,59,3015.0,2,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,490.0,2.0,5.0,3,5.0,Attchd,1983,GasA,9,2Story,1,7.0,Lvl,Gtl,10762,CulDSac,IR1,0,60,RL,344.0,None,5,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,225000.0,WD,0,978.0,0,19,3795.0,5,3
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,7.0,2,CBlock,213.0,1.0,5.0,1,5.0,Attchd,1494,GasA,3,2Story,1,7.0,Bnk,Gtl,7500,Inside,IR1,0,70,RL,0.0,None,11,Crawfor,0,7,6,P,0,CompShg,Gable,Normal,177500.0,WD,224,771.0,0,76,2702.0,3,1
0,4,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,844.0,3.0,5.0,2,5.0,Attchd,2526,GasA,9,2Story,1,7.0,Lvl,Gtl,10120,Inside,Reg,0,60,RL,391.0,BrkFace,12,NoRidge,78,5,8,Y,0,CompShg,Hip,Normal,290000.0,WD,0,1165.0,309,24,5313.0,3,4
0,3,1Fam,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,834.0,3.0,5.0,2,5.0,Attchd,1616,GasA,9,1Story,1,7.0,Lvl,Gtl,8688,Inside,Reg,0,20,RL,228.0,BrkFace,4,Somerst,59,5,7,Y,0,CompShg,Gable,Normal,232000.0,WD,0,1616.0,208,13,4561.0,3,2
0,3,TwnhsE,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,380.0,2.0,5.0,1,5.0,Detchd,1708,GasA,9,2Story,1,7.0,Lvl,Gtl,3363,Inside,Reg,0,160,RM,117.0,Stone,4,Edwards,40,5,7,Y,0,CompShg,Gable,Normal,130000.0,WD,0,976.0,0,14,3221.0,3,2
0,2,1Fam,5.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,9.0,2,PConc,840.0,2.0,5.0,3,5.0,Attchd,1652,GasA,9,1Story,1,9.0,Lvl,Gtl,13173,Corner,IR1,0,20,RL,300.0,Stone,11,NridgHt,102,5,9,Y,0,CompShg,Hip,Normal,325000.0,WD,0,1652.0,404,12,4950.0,3,3
0,2,TwnhsE,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,474.0,2.0,5.0,2,5.0,Attchd,1368,GasA,9,1Story,1,7.0,Lvl,Gtl,6955,Inside,IR1,0,120,RL,94.0,Stone,9,NridgHt,35,5,7,Y,0,CompShg,Gable,Partial,202500.0,New,0,1368.0,132,13,3471.0,3,2
0,3,1Fam,7.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,7,5,VinylSd,0.0,0,PConc,480.0,2.0,5.0,1,5.0,Detchd,990,GasA,9,1Story,1,5.0,Lvl,Gtl,8072,Inside,Reg,0,20,RL,0.0,None,5,CollgCr,64,5,5,Y,0,CompShg,Gable,Normal,138000.0,WD,0,990.0,0,24,2524.0,1,2
0,2,1Fam,5.0,1.0,6,5,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,528.0,2.0,5.0,1,5.0,Attchd,1122,GasA,9,1Story,1,7.0,Lvl,Gtl,12000,Inside,Reg,0,20,RM,0.0,None,5,OldTown,36,7,5,Y,0,CompShg,Gable,Normal,147000.0,WD,0,924.0,0,70,2610.0,3,2
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,496.0,2.0,5.0,2,5.0,Attchd,1294,GasA,7,1Story,1,7.0,Lvl,Gtl,7153,Inside,Reg,0,20,RL,88.0,BrkFace,6,SawyerW,51,5,6,Y,0,CompShg,Gable,Normal,179200.0,WD,0,1278.0,112,27,3319.0,2,3
0,3,1Fam,5.0,3.0,6,1,7.0,Y,PosA,SBrkr,162,7,7,BrkFace,5.0,2,PConc,567.0,2.0,5.0,3,5.0,Attchd,1902,GasA,5,1Story,1,9.0,Lvl,Gtl,17500,Inside,Reg,0,20,RL,0.0,None,5,Crawfor,207,8,7,Y,0,CompShg,Gable,Normal,335000.0,WD,0,1902.0,0,59,4740.0,3,3
